Country;Year;Income_Inequality;Eco1;Eco2;Eco3;Energy1;Energy2;Energy3;Health1;Health2;Finan1;Finan2;Finan3;Finan4;Finan5;Governance;Poverty;Env;Other1;Other2;Other3
2;2010;H;13551.3391940229;15303.5867270517;18461.2328439394;45;98.8199996948242;91;14.5;2.346;0.26611202955246;2702753;0.57495647037521;2.83007836341858;0.792553424835205;-0.111378528177738;26.8755747198142;4.09984413971278;3.25709519384359;21.64;5.01971006393433
2;2011;H;14200.2698890608;17286.000592926;20914.4507568882;46;99.0953521728516;91;13.9;2.338;0.273851960897446;2913429.75;0.6649720238773;2.8585422039032;0.845202922821045;-0.0714864432811737;25.2641167249134;4.28102814513;3.88650404225898;20.8;5.29062986373901
2;2012;H;13895.6337072986;17501.7589427673;20784.0241008568;46;99.22998046875;91;13.3;2.33;0.276224076747894;2972708.75;0.666077556687089;2.88729238510132;0.836381852626801;-0.206465601921081;24.1434093134521;4.26411100150765;3.62564790864033;21.62;5.34582996368408
2;2013;H;14071.5086831557;17929.3792567689;21186.7961867503;46;99.342674255371;91;12.7;2.322;0.300714939832687;2982373;0.649734868445919;2.91633176803589;0.830026626586914;-0.253652781248092;23.6996189218961;4.34225013023383;3.15558730477948;21.57;5.43661022186279
2;2014;H;13567.9484159809;17268.1940205187;20337.0747884416;46;100;92;12.2;2.312;0.301742434501648;3010442.25;0.626648111712349;2.9456627368927;0.799316465854645;-0.109243862330913;25.4873331763026;4.20911189491323;2.96561619466374;22.02;5.36144018173218
2;2015;H;13789.060424772;18185.0695881846;21280.3110247386;47;99.625389099121;92;11.6;2.301;0.288389086723328;3039081;0.685845508437129;2.97528910636902;0.809793591499329;-0.0165390782058238;24.987371788027;4.30191380564475;1.11677493458146;24.99;5.77611017227173
2;2016;H;13360.2118345982;17937.5028442744;21010.5646694919;50;99.8495788574219;92;11;2.241;0.307102024555206;2980183.25;0.629818096682719;3.00521349906921;0.8288294672966;0.250169098377227;25.025057463493;4.20181586904703;0.929681521135013;0;5.54548978805541
2;2017;H;13595.0373551081;20321.52496726;23401.3937297693;52;100;92;10.3;2.168;0.32663831114769;3112554.75;0.619272059738986;3.03543877601624;0.898367166519165;0.164413183927536;23.4434962562398;4.07011168693629;1.02056616793198;0;5.45431995391846
2;2018;H;13105.397163317;19627.2695816046;22451.9892405855;54;99.9895782470703;92;9.5;2.039;0.319114178419113;3159713.5;0.50635841505042;3.06596803665161;0.878009438514709;0.054248072206974;24.8323180801152;3.97565074444479;2.0371251352841;0;4.87773990631104
2;2019;H;12716.2242038544;18460.9214929913;20767.9391492898;61;100;92;8.6;1.994;0.275159269571304;3183182.25;0.433055676096531;3.09680438041687;0.828559279441833;-0.0965068936347961;26.9215213564347;3.74202981162433;2.16668838721926;0;4.72417020797729
3;2010;L;2889.56627049421;9011.66860973705;10240.151889224;48;99.8000030517578;235;18.5;1.501;0.177408263087273;51933.57421875;0.428708741606838;3.11122751235962;0.641160190105438;-0.166394770145416;25.4792022415276;1.47188348205694;2.65466288053785;40.14;3.24900007247925
3;2011;L;3043.26283071032;9892.44574337276;11016.0803813908;48;99.6057968139648;235;17.6;1.5;0.195877209305763;53176.2734375;0.439327842875126;3.11395668983459;0.679928779602051;-0.108996279537677;24.5990152914536;1.68560616406553;2.92345860143158;38.46;3.14385008811951
3;2012;L;3278.67049613397;11579.3485484361;12782.7849504409;50;99.6289672851563;235;16.8;1.6;0.210819706320763;58292.4375;0.393175710747669;3.11669158935547;0.754780411720276;-0.0269024036824703;23.4866442999899;1.96145306391904;1.49013408946162;35.52;2.77248001098633
3;2013;L;3402.08390435316;11471.262369771;12581.8142753559;53;99.4199981689453;180;15.9;1.6;0.217439115047455;63650.32421875;0.390224735965124;3.11943197250366;0.721010327339172;0.0853265821933746;24.53872666357;1.896163384039;1.09715390175807;34.56;2.65018010139465
3;2014;L;3538.5294441069;10746.5971737229;11886.3772868096;54;99.7099990844727;180;15.1;1.703;0.226935476064682;88986.5859375;0.397158062959479;3.12217807769775;0.62367421388626;-0.251768827438354;24.621638399704;1.89589367216507;0.306948916876512;34.78;2.24724006652832
3;2015;L;3666.1418758065;10766.4627582802;11911.1708858975;60;100;138;14.4;1.602;0.23356294631958;75984.7890625;0.361826530956885;3.12493014335632;0.676081776618958;-0.276716083288192;23.6459558670919;1.85625278998956;0.760031512473456;35.96;2.80591011047363
3;2016;L;3689.8301361784;10686.8564207789;11764.294976011;62;99.8000030517578;138;13.7;1.626;0.237737119197845;82067.34375;0.335552253629751;3.12768769264221;0.687873363494873;-0.275093078613281;24.5640705721551;1.7679664042068;0.22181770783942;0;2.75812005996704
3;2017;L;3985.91675673291;12486.287757773;13775.5810280764;64;99.6999969482422;127;13;1.562;0.243611723184586;89356.5234375;0.323110433191022;3.130450963974;0.752398729324341;-0.215339452028274;24.8333821825123;1.88339587008485;0.245815847777951;0;2.70759010314941
3;2018;L;4215.89945615491;13080.7488981094;14716.6469537511;68;99.9000015258789;72;12.4;1.572;0.256157845258713;91160.625;0.324138603266962;3.13321995735168;0.801344513893127;-0.141409367322921;25.3689778084999;2.01377938113001;1.09866113638474;0;2.25587010383606
3;2019;L;4561.96786576599;14477.9240192905;15873.861849252;69;100;72;11.8;1.575;0.264542579650879;93246.1796875;0.323522750912607;3.13599467277527;0.838301002979279;-0.197479233145713;22.242789877003;2.1965523671897;2.20100166948291;0;2.56185007095337
4;2010;L;53607.9847584906;34531.0464665274;46938.360628019;59;100;75;4.8;1.928;0.963186681270599;4208504;1.32438206091642;3.4289608001709;0.885388135910034;1.76319003105163;4.90294463609215;17.9737515176961;8.06660025617252;9.14;5.54303979873657
4;2011;L;54132.5217536452;35860.7391578339;48914.9303880144;65;100;75;4.5;1.926;0.953798949718475;4322359.5;1.48980224915462;3.44216704368591;0.910663068294525;1.68992316722869;4.51314385530737;17.6560553381679;8.72352035944917;8.87;5.06995010375977
4;2012;L;55271.3661365871;35768.732425519;49257.7578765023;67;100;75;4.3;1.92;0.927379786968231;4827754.5;1.58813702017294;3.45542430877686;0.85734236240387;1.61283433437347;4.27220025923598;17.4056176654109;5.29813880381044;9.83;4.86787986755371
4;2013;L;55729.1929884612;35918.802405324;50674.7756914851;68;100;75;4.1;1.855;0.908631443977355;5358262;1.48463776066585;3.4687328338623;0.856525361537933;1.63268768787384;4.16010799757067;16.7945880965987;5.32011574075874;9.95;5.22923994064331
4;2014;L;56320.1102887168;36051.0585205623;50501.8843109447;71;100;75;4;1.826;0.908263266086578;5951124.5;1.33345564139582;3.48209238052368;0.819596588611603;1.60130333900451;3.9137841981717;16.1557451398864;4.76093943711509;8.89;5.1646900177002
4;2015;L;56710.4457244504;36432.8941662681;49127.9233988991;75;100;75;3.9;1.814;0.927661180496216;5847658;1.22610235686268;3.49550342559814;0.78306120634079;1.56022334098815;4.15120857491121;16.1984582210401;3.23765474517452;8.1;5.31583976745605
4;2016;L;57356.0512417034;37477.9053965608;49907.374328146;77;100;75;3.8;1.752;0.920571625232697;5958082;1.05560442301841;3.50896620750427;0.820853292942047;1.56198215484619;4.38877448835221;16.3203306101751;4.08098789525561;0;5.28623008728027
4;2017;L;57703.0343638334;37877.8022601122;50259.2830395589;79;100;75;3.8;1.741;0.906577587127686;5662376.5;1.11433637363943;3.52248072624207;0.847461223602295;1.53046941757202;4.70979850329388;16.1480905133657;5.06804774011339;0;5.13680982589722
4;2018;L;58481.0344237649;38375.6192025818;50194.7393525431;81;100;75;3.8;1.74;0.895413815975189;5760547;1.13974138434464;3.53604745864868;0.857894957065582;1.58852088451385;5.02529787790548;15.8635624340846;5.22752063881788;0;5.12344980239868
4;2019;L;58870.0216937531;37670.7005595084;48750.7230233243;82;100;75;3.8;1.657;0.89043265581131;5866471;1.05841086778436;3.54966616630554;0.837648630142212;1.5648763179779;5.06865634907129;15.595726745355;5.74886126457436;0;5.13531017303467
5;2010;L;43334.5089644691;33289.236504288;45497.5001929262;73;100;23;4.3;1.44;0.662382245063782;1799280.875;1.1165623253167;3.28288817405701;0.864428222179413;1.81232047080993;3.71278245517052;8.36562481018494;0.216291377827594;9.07;5.70047998428345
5;2011;L;44451.0001918473;34427.7144759313;47987.5438590473;74;100;23;4.2;1.43;0.655921041965485;1929752.25;1.1572354064397;3.29365229606628;0.845513761043549;1.60267007350921;4.40709664683592;8.13618977833065;0.244690493569111;8.47;5.59226989746094
5;2012;L;44549.881698231;34689.9590248531;48892.5247173476;75;100;23;4;1.44;0.623172998428345;2158844.25;1.04536573329375;3.30445194244385;0.824257791042328;1.5598771572113;4.84488378517548;7.72385166247508;0.238508218256069;8.4;5.48040008544922
5;2013;L;44299.3781845446;34549.7788209213;48461.0796056515;76;100;23;3.9;1.44;0.616509675979614;2231405.5;1.05861765481609;3.31528687477112;0.808485269546509;1.57174801826477;3.37904417875158;7.754017978913;0.218675365631407;8.68;5.54711008071899
5;2014;L;44245.1687398338;34522.0421976749;48396.9296932148;81;100;23;3.8;1.46;0.604587495326996;2319005;1.06120244100743;3.32615733146667;0.825360178947449;1.55354714393615;3.97337719753094;7.26093085754911;0.191846540562628;8.39;5.44761991500854
5;2015;L;44195.8175947748;35111.0763355172;49717.7235598583;85;100;23;3.7;1.49;0.606477558612823;2450585.75;0.886293320698828;3.33706331253052;0.832901060581207;1.47787606716156;4.68321658949827;7.3188595368183;0.134711076032329;9.01;5.45658016204833
5;2016;L;44590.2516278164;35808.2453090387;51073.5718651959;84;100;23;3.6;1.53;0.620333254337311;2537569.25;0.859987342362283;3.3480052947998;0.825462222099304;1.50463581085205;4.8716216023059;7.29077721621103;0.111042441021613;0;5.4796199798584
